x,y,z,gradx,grady
0.440000,-0.140000,0,-0.074313,0.406252
0.440000,-0.130000,0,-0.098307,0.386961
0.440000,-0.120000,0,-0.121470,0.365821
0.440000,-0.110000,0,-0.143625,0.342867
0.440000,-0.100000,0,-0.164594,0.318151
0.440000,-0.090000,0,-0.184204,0.291749
0.440000,-0.080000,0,-0.202282,0.263753
0.440000,-0.070000,0,-0.218667,0.234280
0.440000,-0.060000,0,-0.233207,0.203464
0.440000,-0.050000,0,-0.245764,0.171458
0.440000,-0.040000,0,-0.256213,0.138432
0.440000,-0.030000,0,-0.264453,0.104572
0.440000,-0.020000,0,-0.270400,0.070074
0.440000,-0.010000,0,-0.273992,0.035145
0.440000,0.000000,0,-0.275194,0.000000
0.440000,0.010000,0,-0.273992,-0.035145
0.440000,0.020000,0,-0.270400,-0.070074
0.440000,0.030000,0,-0.264453,-0.104572
0.440000,0.040000,0,-0.256213,-0.138432
0.440000,0.050000,0,-0.245764,-0.171458
0.440000,0.060000,0,-0.233207,-0.203464
0.440000,0.070000,0,-0.218667,-0.234280
0.440000,0.080000,0,-0.202282,-0.263753
0.440000,0.090000,0,-0.184204,-0.291749
0.440000,0.100000,0,-0.164594,-0.318151
0.440000,0.110000,0,-0.143625,-0.342867
0.440000,0.120000,0,-0.121470,-0.365821
0.440000,0.130000,0,-0.098307,-0.386961
0.440000,0.140000,0,-0.074313,-0.406252
0.440000,0.150000,0,-0.049662,-0.423679
0.440000,0.160000,0,-0.024523,-0.439247
0.440000,0.170000,0,0.000943,-0.452975
0.440000,0.180000,0,0.026583,-0.464896
0.440000,0.190000,0,0.052252,-0.475058
0.440000,0.200000,0,0.077819,-0.483519
0.440000,0.210000,0,0.103162,-0.490349
0.440000,0.220000,0,0.128171,-0.495622
0.440000,0.230000,0,0.152749,-0.499421
0.440000,0.240000,0,0.176809,-0.501832
0.440000,0.250000,0,0.200279,-0.502946
0.440000,0.260000,0,0.223095,-0.502852
0.440000,0.270000,0,0.245205,-0.501644
0.440000,0.280000,0,0.266566,-0.499412
0.440000,0.290000,0,0.287147,-0.496246
0.440000,0.300000,0,0.306923,-0.492233
0.440000,0.310000,0,0.325878,-0.487459
0.440000,0.320000,0,0.344003,-0.482003
0.440000,0.330000,0,0.361295,-0.475945
0.440000,0.340000,0,0.377758,-0.469357
0.440000,0.350000,0,0.393399,-0.462308
0.440000,0.360000,0,0.408230,-0.454863
0.440000,0.370000,0,0.422266,-0.447082
0.440000,0.380000,0,0.435527,-0.439022
0.440000,0.390000,0,0.448034,-0.430734
0.440000,0.400000,0,0.459808,-0.422266
0.440000,0.410000,0,0.470876,-0.413660
0.440000,0.420000,0,0.481263,-0.404957
0.440000,0.430000,0,0.490995,-0.396192
0.440000,0.440000,0,0.500100,-0.387397
0.440000,0.450000,0,0.508604,-0.378601
0.440000,0.460000,0,0.516536,-0.369830
0.440000,0.470000,0,0.523921,-0.361107
0.440000,0.480000,0,0.530787,-0.352453
0.440000,0.490000,0,0.537160,-0.343885
0.450000,-0.490000,0,0.528866,0.337694
0.450000,-0.480000,0,0.522411,0.345790
0.450000,-0.470000,0,0.515479,0.353947
0.450000,-0.460000,0,0.508048,0.362148
0.450000,-0.450000,0,0.500091,0.370370
0.450000,-0.440000,0,0.491587,0.378592
0.450000,-0.430000,0,0.482509,0.386788
0.450000,-0.420000,0,0.472834,0.394928
0.450000,-0.410000,0,0.462538,0.402981
0.450000,-0.400000,0,0.451597,0.410913
0.450000,-0.390000,0,0.439991,0.418684
0.450000,-0.380000,0,0.427698,0.426252
0.450000,-0.370000,0,0.414698,0.433573
0.450000,-0.360000,0,0.400976,0.440597
0.450000,-0.350000,0,0.386515,0.447269
0.450000,-0.340000,0,0.371306,0.453535
0.450000,-0.330000,0,0.355340,0.459332
0.450000,-0.320000,0,0.338612,0.464596
0.450000,-0.310000,0,0.321125,0.469259
0.450000,-0.300000,0,0.302885,0.473248
0.450000,-0.290000,0,0.283903,0.476490
0.450000,-0.280000,0,0.264199,0.478908
0.450000,-0.270000,0,0.243799,0.480420
0.450000,-0.260000,0,0.222737,0.480947
0.450000,-0.250000,0,0.201056,0.480406
0.450000,-0.240000,0,0.178808,0.478716
0.450000,-0.230000,0,0.156054,0.475796
0.450000,-0.220000,0,0.132867,0.471566
0.450000,-0.210000,0,0.109328,0.465951
0.450000,-0.200000,0,0.085529,0.458881
0.450000,-0.190000,0,0.061574,0.450290
0.450000,-0.180000,0,0.037574,0.440121
0.450000,-0.170000,0,0.013654,0.428326
0.450000,-0.160000,0,-0.010056,0.414866
0.450000,-0.150000,0,-0.033416,0.399716
0.450000,-0.140000,0,-0.056279,0.382862
0.450000,-0.130000,0,-0.078491,0.364308
0.450000,-0.120000,0,-0.099898,0.344071
0.450000,-0.110000,0,-0.120340,0.322187
0.450000,-0.100000,0,-0.139659,0.298707
0.450000,-0.090000,0,-0.157700,0.273703
0.450000,-0.080000,0,-0.174312,0.247262
0.450000,-0.070000,0,-0.189350,0.219490
0.450000,-0.060000,0,-0.202681,0.190512
0.450000,-0.050000,0,-0.214183,0.160466
0.450000,-0.040000,0,-0.223749,0.129506
0.450000,-0.030000,0,-0.231287,0.097798
0.450000,-0.020000,0,-0.236724,0.065520
0.450000,-0.010000,0,-0.240008,0.032857
0.450000,0.000000,0,-0.241107,0.000000
0.450000,0.010000,0,-0.240008,-0.032857
0.450000,0.020000,0,-0.236724,-0.065520
0.450000,0.030000,0,-0.231287,-0.097798
0.450000,0.040000,0,-0.223749,-0.129506
0.450000,0.050000,0,-0.214183,-0.160466
0.450000,0.060000,0,-0.202681,-0.190512
0.450000,0.070000,0,-0.189350,-0.219490
0.450000,0.080000,0,-0.174312,-0.247262
0.450000,0.090000,0,-0.157700,-0.273703
0.450000,0.100000,0,-0.139659,-0.298707
0.450000,0.110000,0,-0.120340,-0.322187
0.450000,0.120000,0,-0.099898,-0.344071
0.450000,0.130000,0,-0.078491,-0.364308
0.450000,0.140000,0,-0.056279,-0.382862
0.450000,0.150000,0,-0.033416,-0.399716
0.450000,0.160000,0,-0.010056,-0.414866
0.450000,0.170000,0,0.013654,-0.428326
0.450000,0.180000,0,0.037574,-0.440121
0.450000,0.190000,0,0.061574,-0.450290
0.450000,0.200000,0,0.085529,-0.458881
0.450000,0.210000,0,0.109328,-0.465951
0.450000,0.220000,0,0.132867,-0.471566
0.450000,0.230000,0,0.156054,-0.475796
0.450000,0.240000,0,0.178808,-0.478716
0.450000,0.250000,0,0.201056,-0.480406
0.450000,0.260000,0,0.222737,-0.480947
0.450000,0.270000,0,0.243799,-0.480420
0.450000,0.280000,0,0.264199,-0.478908
0.450000,0.290000,0,0.283903,-0.476490
0.450000,0.300000,0,0.302885,-0.473248
0.450000,0.310000,0,0.321125,-0.469259
0.450000,0.320000,0,0.338612,-0.464596
0.450000,0.330000,0,0.355340,-0.459332
0.450000,0.340000,0,0.371306,-0.453535
0.450000,0.350000,0,0.386515,-0.447269
0.450000,0.360000,0,0.400976,-0.440597
0.450000,0.370000,0,0.414698,-0.433573
0.450000,0.380000,0,0.427698,-0.426252
0.450000,0.390000,0,0.439991,-0.418684
0.450000,0.400000,0,0.451597,-0.410913
0.450000,0.410000,0,0.462538,-0.402981
0.450000,0.420000,0,0.472834,-0.394928
0.450000,0.430000,0,0.482509,-0.386788
0.450000,0.440000,0,0.491587,-0.378592
0.450000,0.450000,0,0.500091,-0.370370
0.450000,0.460000,0,0.508048,-0.362148
0.450000,0.470000,0,0.515479,-0.353947
0.450000,0.480000,0,0.522411,-0.345790
0.450000,0.490000,0,0.528866,-0.337694
0.460000,-0.490000,0,0.521025,0.331426
0.460000,-0.480000,0,0.514511,0.339066
0.460000,-0.470000,0,0.507538,0.346744
0.460000,-0.460000,0,0.500084,0.354442
0.460000,-0.450000,0,0.492127,0.362140
0.460000,-0.440000,0,0.483646,0.369814
0.460000,-0.430000,0,0.474619,0.377439
0.460000,-0.420000,0,0.465025,0.384986
0.460000,-0.410000,0,0.454843,0.392424
0.460000,-0.400000,0,0.444053,0.399719
0.460000,-0.390000,0,0.432636,0.406835
0.460000,-0.380000,0,0.420575,0.413730
0.460000,-0.370000,0,0.407854,0.420360
0.460000,-0.360000,0,0.394460,0.426680
0.460000,-0.350000,0,0.380382,0.432638
0.460000,-0.340000,0,0.365612,0.438181
0.460000,-0.330000,0,0.350146,0.443251
0.460000,-0.320000,0,0.333983,0.447789
0.460000,-0.310000,0,0.317128,0.451731
0.460000,-0.300000,0,0.299589,0.455011
0.460000,-0.290000,0,0.281383,0.457560
0.460000,-0.280000,0,0.262529,0.459307
0.460000,-0.270000,0,0.243056,0.460182
0.460000,-0.260000,0,0.222999,0.460109
0.460000,-0.250000,0,0.202401,0.459017
0.460000,-0.240000,0,0.181313,0.456831
0.460000,-0.230000,0,0.159795,0.453480
0.460000,-0.220000,0,0.137917,0.448896
0.460000,-0.210000,0,0.115755,0.443011
0.460000,-0.200000,0,0.093398,0.435765
0.460000,-0.190000,0,0.070941,0.427103
0.460000,-0.180000,0,0.048489,0.416975
0.460000,-0.170000,0,0.026155,0.405344
0.460000,-0.160000,0,0.004061,0.392177
0.460000,-0.150000,0,-0.017666,0.377457
0.460000,-0.140000,0,-0.038893,0.361177
0.460000,-0.130000,0,-0.059481,0.343341
0.460000,-0.120000,0,-0.079290,0.323972
0.460000,-0.110000,0,-0.098178,0.303105
0.460000,-0.100000,0,-0.116004,0.280791
0.460000,-0.090000,0,-0.132628,0.257096
0.460000,-0.080000,0,-0.147917,0.232103
0.460000,-0.070000,0,-0.161742,0.205910
0.460000,-0.060000,0,-0.173987,0.178631
0.460000,-0.050000,0,-0.184543,0.150390
0.460000,-0.040000,0,-0.193315,0.121329
0.460000,-0.030000,0,-0.200224,0.091596
0.460000,-0.020000,0,-0.205206,0.061352
0.460000,-0.010000,0,-0.208214,0.030763
0.460000,0.000000,0,-0.209220,0.000000
0.460000,0.010000,0,-0.208214,-0.030763
0.460000,0.020000,0,-0.205206,-0.061352
0.460000,0.030000,0,-0.200224,-0.091596
0.460000,0.040000,0,-0.193315,-0.121329
0.460000,0.050000,0,-0.184543,-0.150390
0.460000,0.060000,0,-0.173987,-0.178631
0.460000,0.070000,0,-0.161742,-0.205910
0.460000,0.080000,0,-0.147917,-0.232103
0.460000,0.090000,0,-0.132628,-0.257096
0.460000,0.100000,0,-0.116004,-0.280791
0.460000,0.110000,0,-0.098178,-0.303105
0.460000,0.120000,0,-0.079290,-0.323972
0.460000,0.130000,0,-0.059481,-0.343341
0.460000,0.140000,0,-0.038893,-0.361177
0.460000,0.150000,0,-0.017666,-0.377457
0.460000,0.160000,0,0.004061,-0.392177
0.460000,0.170000,0,0.026155,-0.405344
0.460000,0.180000,0,0.048489,-0.416975
0.460000,0.190000,0,0.070941,-0.427103
0.460000,0.200000,0,0.093398,-0.435765
0.460000,0.210000,0,0.115755,-0.443011
0.460000,0.220000,0,0.137917,-0.448896
0.460000,0.230000,0,0.159795,-0.453480
0.460000,0.240000,0,0.181313,-0.456831
0.460000,0.250000,0,0.202401,-0.459017
0.460000,0.260000,0,0.222999,-0.460109
0.460000,0.270000,0,0.243056,-0.460182
0.460000,0.280000,0,0.262529,-0.459307
0.460000,0.290000,0,0.281383,-0.457560
0.460000,0.300000,0,0.299589,-0.455011
0.460000,0.310000,0,0.317128,-0.451731
0.460000,0.320000,0,0.333983,-0.447789
0.460000,0.330000,0,0.350146,-0.443251
0.460000,0.340000,0,0.365612,-0.438181
0.460000,0.350000,0,0.380382,-0.432638
0.460000,0.360000,0,0.394460,-0.426680
0.460000,0.370000,0,0.407854,-0.420360
0.460000,0.380000,0,0.420575,-0.413730
0.460000,0.390000,0,0.432636,-0.406835
0.460000,0.400000,0,0.444053,-0.399719
0.460000,0.410000,0,0.454843,-0.392424
0.460000,0.420000,0,0.465025,-0.384986
0.460000,0.430000,0,0.474619,-0.377439
0.460000,0.440000,0,0.483646,-0.369814
0.460000,0.450000,0,0.492127,-0.362140
0.460000,0.460000,0,0.500084,-0.354442
0.460000,0.470000,0,0.507538,-0.346744
0.460000,0.480000,0,0.514511,-0.339066
0.460000,0.490000,0,0.521025,-0.331426
0.470000,-0.490000,0,0.513622,0.325103
0.470000,-0.480000,0,0.507070,0.332303
0.470000,-0.470000,0,0.500077,0.339520
0.470000,-0.460000,0,0.492622,0.346737
0.470000,-0.450000,0,0.484687,0.353933
0.470000,-0.440000,0,0.476252,0.361085
0.470000,-0.430000,0,0.467298,0.368167
0.470000,-0.420000,0,0.457805,0.375152
0.470000,-0.410000,0,0.447756,0.382009
0.470000,-0.400000,0,0.437135,0.388705
0.470000,-0.390000,0,0.425925,0.395206
0.470000,-0.380000,0,0.414111,0.401470
0.470000,-0.370000,0,0.401683,0.407458
0.470000,-0.360000,0,0.388628,0.413125
0.470000,-0.350000,0,0.374941,0.418422
0.470000,-0.340000,0,0.360614,0.423299
0.470000,-0.330000,0,0.345649,0.427703
0.470000,-0.320000,0,0.330047,0.431578
0.470000,-0.310000,0,0.313814,0.434865
0.470000,-0.300000,0,0.296963,0.437503
0.470000,-0.290000,0,0.279511,0.439430
0.470000,-0.280000,0,0.261479,0.440581
0.470000,-0.270000,0,0.242898,0.440890
0.470000,-0.260000,0,0.223803,0.440292
0.470000,-0.250000,0,0.204237,0.438721
0.470000,-0.240000,0,0.184250,0.436111
0.470000,-0.230000,0,0.163899,0.432400
0.470000,-0.220000,0,0.143251,0.427526
0.470000,-0.210000,0,0.122380,0.421432
0.470000,-0.200000,0,0.101368,0.414067
0.470000,-0.190000,0,0.080304,0.405381
0.470000,-0.180000,0,0.059286,0.395336
0.470000,-0.170000,0,0.038418,0.383898
0.470000,-0.160000,0,0.017812,0.371045
0.470000,-0.150000,0,-0.002416,0.356762
0.470000,-0.140000,0,-0.022145,0.341047
0.470000,-0.130000,0,-0.041250,0.323911
0.470000,-0.120000,0,-0.059604,0.305374
0.470000,-0.110000,0,-0.077080,0.285474
0.470000,-0.100000,0,-0.093550,0.264258
0.470000,-0.090000,0,-0.108892,0.241790
0.470000,-0.080000,0,-0.122985,0.218147
0.470000,-0.070000,0,-0.135717,0.193420
0.470000,-0.060000,0,-0.146983,0.167712
0.470000,-0.050000,0,-0.156688,0.141138
0.470000,-0.040000,0,-0.164747,0.113824
0.470000,-0.030000,0,-0.171092,0.085907
0.470000,-0.020000,0,-0.175665,0.057530
0.470000,-0.010000,0,-0.178425,0.028843
0.470000,0.000000,0,-0.179348,0.000000
0.470000,0.010000,0,-0.178425,-0.028843
0.470000,0.020000,0,-0.175665,-0.057530
0.470000,0.030000,0,-0.171092,-0.085907
0.470000,0.040000,0,-0.164747,-0.113824
0.470000,0.050000,0,-0.156688,-0.141138
0.470000,0.060000,0,-0.146983,-0.167712
0.470000,0.070000,0,-0.135717,-0.193420
0.470000,0.080000,0,-0.122985,-0.218147
0.470000,0.090000,0,-0.108892,-0.241790
0.470000,0.100000,0,-0.093550,-0.264258
0.470000,0.110000,0,-0.077080,-0.285474
0.470000,0.120000,0,-0.059604,-0.305374
0.470000,0.130000,0,-0.041250,-0.323911
0.470000,0.140000,0,-0.022145,-0.341047
0.470000,0.150000,0,-0.002416,-0.356762
0.470000,0.160000,0,0.017812,-0.371045
0.470000,0.170000,0,0.038418,-0.383898
0.470000,0.180000,0,0.059286,-0.395336
0.470000,0.190000,0,0.080304,-0.405381
0.470000,0.200000,0,0.101368,-0.414067
0.470000,0.210000,0,0.122380,-0.421432
0.470000,0.220000,0,0.143251,-0.427526
0.470000,0.230000,0,0.163899,-0.432400
0.470000,0.240000,0,0.184250,-0.436111
0.470000,0.250000,0,0.204237,-0.438721
0.470000,0.260000,0,0.223803,-0.440292
0.470000,0.270000,0,0.242898,-0.440890
0.470000,0.280000,0,0.261479,-0.440581
0.470000,0.290000,0,0.279511,-0.439430
0.470000,0.300000,0,0.296963,-0.437503
0.470000,0.310000,0,0.313814,-0.434865
0.470000,0.320000,0,0.330047,-0.431578
0.470000,0.330000,0,0.345649,-0.427703
0.470000,0.340000,0,0.360614,-0.423299
0.470000,0.350000,0,0.374941,-0.418422
0.470000,0.360000,0,0.388628,-0.413125
0.470000,0.370000,0,0.401683,-0.407458
0.470000,0.380000,0,0.414111,-0.401470
0.470000,0.390000,0,0.425925,-0.395206
0.470000,0.400000,0,0.437135,-0.388705
0.470000,0.410000,0,0.447756,-0.382009
0.470000,0.420000,0,0.457805,-0.375152
0.470000,0.430000,0,0.467298,-0.368167
0.470000,0.440000,0,0.476252,-0.361085
0.470000,0.450000,0,0.484687,-0.353933
0.470000,0.460000,0,0.492622,-0.346737
0.470000,0.470000,0,0.500077,-0.339520
0.470000,0.480000,0,0.507070,-0.332303
0.470000,0.490000,0,0.513622,-0.325103
0.480000,-0.490000,0,0.506640,0.318745
0.480000,-0.480000,0,0.500071,0.325521
0.480000,-0.470000,0,0.493077,0.332296
0.480000,-0.460000,0,0.485642,0.339053
0.480000,-0.450000,0,0.477748,0.345770
0.480000,-0.440000,0,0.469377,0.352424
0.480000,-0.430000,0,0.460514,0.358991
0.480000,-0.420000,0,0.451141,0.365445
0.480000,-0.410000,0,0.441243,0.371754
0.480000,-0.400000,0,0.430806,0.377888
0.480000,-0.390000,0,0.419817,0.383811
0.480000,-0.380000,0,0.408264,0.389488
0.480000,-0.370000,0,0.396138,0.394877
0.480000,-0.360000,0,0.383431,0.399938
0.480000,-0.350000,0,0.370138,0.404624
0.480000,-0.340000,0,0.356257,0.408889
0.480000,-0.330000,0,0.341790,0.412683
0.480000,-0.320000,0,0.326741,0.415954
0.480000,-0.310000,0,0.311120,0.418647
0.480000,-0.300000,0,0.294939,0.420707
0.480000,-0.290000,0,0.278218,0.422076
0.480000,-0.280000,0,0.260981,0.422695
0.480000,-0.270000,0,0.243256,0.422506
0.480000,-0.260000,0,0.225081,0.421448
0.480000,-0.250000,0,0.206496,0.419463
0.480000,-0.240000,0,0.187551,0.416493
0.480000,-0.230000,0,0.168301,0.412482
0.480000,-0.220000,0,0.148810,0.407377
0.480000,-0.210000,0,0.129148,0.401127
0.480000,-0.200000,0,0.109390,0.393689
0.480000,-0.190000,0,0.089622,0.385021
0.480000,-0.180000,0,0.069934,0.375090
0.480000,-0.170000,0,0.050421,0.363870
0.480000,-0.160000,0,0.031186,0.351343
0.480000,-0.150000,0,0.012335,0.337500
0.480000,-0.140000,0,-0.006021,0.322343
0.480000,-0.130000,0,-0.023770,0.305882
0.480000,-0.120000,0,-0.040797,0.288143
0.480000,-0.110000,0,-0.056987,0.269159
0.480000,-0.100000,0,-0.072227,0.248979
0.480000,-0.090000,0,-0.086406,0.227661
0.480000,-0.080000,0,-0.099417,0.205278
0.480000,-0.070000,0,-0.111160,0.181913
0.480000,-0.060000,0,-0.121543,0.157660
0.480000,-0.050000,0,-0.130480,0.132626
0.480000,-0.040000,0,-0.137897,0.106925
0.480000,-0.030000,0,-0.143733,0.080679
0.480000,-0.020000,0,-0.147938,0.054019
0.480000,-0.010000,0,-0.150476,0.027080
0.480000,0.000000,0,-0.151324,0.000000
0.480000,0.010000,0,-0.150476,-0.027080
0.480000,0.020000,0,-0.147938,-0.054019
0.480000,0.030000,0,-0.143733,-0.080679
0.480000,0.040000,0,-0.137897,-0.106925
0.480000,0.050000,0,-0.130480,-0.132626
0.480000,0.060000,0,-0.121543,-0.157660
0.480000,0.070000,0,-0.111160,-0.181913
0.480000,0.080000,0,-0.099417,-0.205278
0.480000,0.090000,0,-0.086406,-0.227661
0.480000,0.100000,0,-0.072227,-0.248979
0.480000,0.110000,0,-0.056987,-0.269159
0.480000,0.120000,0,-0.040797,-0.288143
0.480000,0.130000,0,-0.023770,-0.305882
0.480000,0.140000,0,-0.006021,-0.322343
0.480000,0.150000,0,0.012335,-0.337500
0.480000,0.160000,0,0.031186,-0.351343
0.480000,0.170000,0,0.050421,-0.363870
0.480000,0.180000,0,0.069934,-0.375090
0.480000,0.190000,0,0.089622,-0.385021
0.480000,0.200000,0,0.109390,-0.393689
0.480000,0.210000,0,0.129148,-0.401127
0.480000,0.220000,0,0.148810,-0.407377
0.480000,0.230000,0,0.168301,-0.412482
0.480000,0.240000,0,0.187551,-0.416493
0.480000,0.250000,0,0.206496,-0.419463
0.480000,0.260000,0,0.225081,-0.421448
0.480000,0.270000,0,0.243256,-0.422506
0.480000,0.280000,0,0.260981,-0.422695
0.480000,0.290000,0,0.278218,-0.422076
0.480000,0.300000,0,0.294939,-0.420707
0.480000,0.310000,0,0.311120,-0.418647
0.480000,0.320000,0,0.326741,-0.415954
0.480000,0.330000,0,0.341790,-0.412683
0.480000,0.340000,0,0.356257,-0.408889
0.480000,0.350000,0,0.370138,-0.404624
0.480000,0.360000,0,0.383431,-0.399938
0.480000,0.370000,0,0.396138,-0.394877
0.480000,0.380000,0,0.408264,-0.389488
0.480000,0.390000,0,0.419817,-0.383811
0.480000,0.400000,0,0.430806,-0.377888
0.480000,0.410000,0,0.441243,-0.371754
0.480000,0.420000,0,0.451141,-0.365445
0.480000,0.430000,0,0.460514,-0.358991
0.480000,0.440000,0,0.469377,-0.352424
0.480000,0.450000,0,0.477748,-0.345770
0.480000,0.460000,0,0.485642,-0.339053
0.480000,0.470000,0,0.493077,-0.332296
0.480000,0.480000,0,0.500071,-0.325521
0.480000,0.490000,0,0.506640,-0.318745
0.490000,-0.490000,0,0.500065,0.312370
0.490000,-0.480000,0,0.493495,0.318739
0.490000,-0.470000,0,0.486519,0.325091
0.490000,-0.460000,0,0.479120,0.331408
0.490000,-0.450000,0,0.471285,0.337668
0.490000,-0.440000,0,0.462996,0.343851
0.490000,-0.430000,0,0.454239,0.349930
0.490000,-0.420000,0,0.445002,0.355881
0.490000,-0.410000,0,0.435269,0.361674
0.490000,-0.400000,0,0.425030,0.367280
0.490000,-0.390000,0,0.414274,0.372664
0.490000,-0.380000,0,0.402991,0.377791
0.490000,-0.370000,0,0.391175,0.382625
0.490000,-0.360000,0,0.378820,0.387125
0.490000,-0.350000,0,0.365924,0.391248
0.490000,-0.340000,0,0.352487,0.394951
0.490000,-0.330000,0,0.338513,0.398187
0.490000,-0.320000,0,0.324009,0.400907
0.490000,-0.310000,0,0.308985,0.403063
0.490000,-0.300000,0,0.293457,0.404602
0.490000,-0.290000,0,0.277444,0.405472
0.490000,-0.280000,0,0.260970,0.405619
0.490000,-0.270000,0,0.244066,0.404990
0.490000,-0.260000,0,0.226768,0.403531
0.490000,-0.250000,0,0.209116,0.401191
0.490000,-0.240000,0,0.191157,0.397917
0.490000,-0.230000,0,0.172946,0.393659
0.490000,-0.220000,0,0.154542,0.388372
0.490000,-0.210000,0,0.136011,0.382013
0.490000,-0.200000,0,0.117425,0.374541
0.490000,-0.190000,0,0.098862,0.365924
0.490000,-0.180000,0,0.080407,0.356134
0.490000,-0.170000,0,0.062147,0.345150
0.490000,-0.160000,0,0.044176,0.332959
0.490000,-0.150000,0,0.026592,0.319555
0.490000,-0.140000,0,0.009496,0.304942
0.490000,-0.130000,0,-0.007012,0.289135
0.490000,-0.120000,0,-0.022826,0.272158
0.490000,-0.110000,0,-0.037845,0.254044
0.490000,-0.100000,0,-0.051965,0.234839
0.490000,-0.090000,0,-0.065087,0.214600
0.490000,-0.080000,0,-0.077118,0.193392
0.490000,-0.070000,0,-0.087966,0.171294
0.490000,-0.060000,0,-0.097549,0.148392
0.490000,-0.050000,0,-0.105793,0.124783
0.490000,-0.040000,0,-0.112631,0.100570
0.490000,-0.030000,0,-0.118009,0.075866
0.490000,-0.020000,0,-0.121882,0.050788
0.490000,-0.010000,0,-0.124219,0.025457
0.490000,0.000000,0,-0.125000,0.000000
0.490000,0.010000,0,-0.124219,-0.025457
0.490000,0.020000,0,-0.121882,-0.050788
0.490000,0.030000,0,-0.118009,-0.075866
0.490000,0.040000,0,-0.112631,-0.100570
0.490000,0.050000,0,-0.105793,-0.124783
0.490000,0.060000,0,-0.097549,-0.148392
0.490000,0.070000,0,-0.087966,-0.171294
0.490000,0.080000,0,-0.077118,-0.193392
0.490000,0.090000,0,-0.065087,-0.214600
0.490000,0.100000,0,-0.051965,-0.234839
0.490000,0.110000,0,-0.037845,-0.254044
0.490000,0.120000,0,-0.022826,-0.272158
0.490000,0.130000,0,-0.007012,-0.289135
0.490000,0.140000,0,0.009496,-0.304942
0.490000,0.150000,0,0.026592,-0.319555
0.490000,0.160000,0,0.044176,-0.332959
0.490000,0.170000,0,0.062147,-0.345150
0.490000,0.180000,0,0.080407,-0.356134
0.490000,0.190000,0,0.098862,-0.365924
0.490000,0.200000,0,0.117425,-0.374541
0.490000,0.210000,0,0.136011,-0.382013
0.490000,0.220000,0,0.154542,-0.388372
0.490000,0.230000,0,0.172946,-0.393659
0.490000,0.240000,0,0.191157,-0.397917
0.490000,0.250000,0,0.209116,-0.401191
0.490000,0.260000,0,0.226768,-0.403531
0.490000,0.270000,0,0.244066,-0.404990
0.490000,0.280000,0,0.260970,-0.405619
0.490000,0.290000,0,0.277444,-0.405472
0.490000,0.300000,0,0.293457,-0.404602
0.490000,0.310000,0,0.308985,-0.403063
0.490000,0.320000,0,0.324009,-0.400907
0.490000,0.330000,0,0.338513,-0.398187
0.490000,0.340000,0,0.352487,-0.394951
0.490000,0.350000,0,0.365924,-0.391248
0.490000,0.360000,0,0.378820,-0.387125
